"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Dec 26 02:22:58 GMT 2022","Mon Dec 26 02:23:29 GMT 2022","30671","Surefire suite","Surefire test","tests.HdfcBankTest","tests.HdfcBankTest","verifyUserCanSelectProduct","Verify the user can select product from drop-down menu",""
"passed","Mon Dec 26 02:22:54 GMT 2022","Mon Dec 26 02:22:56 GMT 2022","1544","Surefire suite","Surefire test","tests.ToolTipTest","tests.ToolTipTest","captureTheAgeTooltip","Verify The Age Tooltip is shown correctly",""
"passed","Mon Dec 26 02:23:32 GMT 2022","Mon Dec 26 02:24:15 GMT 2022","43569","Surefire suite","Surefire test","tests.GoogleSearchTest","tests.GoogleSearchTest","verifyUserDirectionAfterClickingOnLink","Verify the user is redirected to the w3school page when clicking on the link",""
"passed","Mon Dec 26 02:22:47 GMT 2022","Mon Dec 26 02:22:52 GMT 2022","4653","Surefire suite","Surefire test","tests.TwoPlugsTest","tests.TwoPlugsTest","handleAutoCompleteGooglePlaces","Handle Auto Complete Google Places",""
"passed","Mon Dec 26 02:22:43 GMT 2022","Mon Dec 26 02:22:44 GMT 2022","1328","Surefire suite","Surefire test","tests.HeroKuAppTest","tests.HeroKuAppTest","handleAuthenticatedPopUps","Verify the Authenticated user pop-ups",""
